respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW0543,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,34,0,1,3,1,4,4,1,2,4,3,2,1,3,5,1,2.4,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0544,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,22,0,1,3,2,2,3,9,1,2,3,2,1,1,5,1,1.0,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0545,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,60,0,1,3,2,4,3,2,1,2,2,2,1,2,3,2,1.8,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0546,461,Lilongwe,2,-13.7249566666667,33.3631933333333,2016-12-30,62,0,1,4,1,1,1,9,1,0,2,1,5,1,5,2,1.4,MLW,7,"[[33.35856455453753, -13.720460058637105], [33.36782211212907, -13.720460058637105], [33.36782211212907, -13.729453274696294], [33.35856455453753, -13.729453274696294]]","POLYGON ((33.35856455453753 -13.720460058637105, 33.36782211212907 -13.720460058637105, 33.36782211212907 -13.729453274696294, 33.35856455453753 -13.729453274696294, 33.35856455453753 -13.720460058637105))",269
MLW0547,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,44,0,1,4,1,1,1,1,2,0,2,2,1,1,7,1,1.2,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0548,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,24,0,5,5,1,5,1,1,1,2,3,1,1,1,5,2,1.0,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0549,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,38,0,5,5,1,1,1,1,3,2,3,2,2,1,5,2,1.8,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0550,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,38,0,5,5,1,1,1,1,1,2,2,1,1,1,5,2,2.0,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0551,461,Nkhotakota,2,-13.4193383333333,34.28609,2016-12-30,22,0,2,5,1,2,2,2,3,0,1,4,3,3,1,2,1.2,MLW,7,"[[34.281467177848505, -13.414841725303706], [34.2907128221515, -13.414841725303706], [34.2907128221515, -13.423834941362895], [34.281467177848505, -13.423834941362895]]","POLYGON ((34.281467177848505 -13.414841725303706, 34.2907128221515 -13.414841725303706, 34.2907128221515 -13.423834941362895, 34.281467177848505 -13.423834941362895, 34.281467177848505 -13.414841725303706))",218
MLW0552,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,31,0,5,5,1,1,2,4,2,0,3,1,1,1,5,1,1.0,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0553,461,Nkhotakota,2,-13.4193383333333,34.28609,2016-12-30,46,0,2,5,1,1,2,2,2,0,3,1,1,2,5,1,1.0,MLW,7,"[[34.281467177848505, -13.414841725303706], [34.2907128221515, -13.414841725303706], [34.2907128221515, -13.423834941362895], [34.281467177848505, -13.423834941362895]]","POLYGON ((34.281467177848505 -13.414841725303706, 34.2907128221515 -13.414841725303706, 34.2907128221515 -13.423834941362895, 34.281467177848505 -13.423834941362895, 34.281467177848505 -13.414841725303706))",218
MLW0554,462,Mulanje,2,-15.815985,35.3464,2016-12-30,59,0,1,5,2,1,2,3,2,0,3,3,9,1,5,1,1.0,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0555,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,29,0,1,4,1,1,4,2,3,2,3,1,4,1,5,1,1.4,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0556,461,Nkhotakota,2,-13.4193383333333,34.28609,2016-12-30,40,0,2,5,1,3,1,1,3,3,3,4,1,1,4,1,3.0,MLW,7,"[[34.281467177848505, -13.414841725303706], [34.2907128221515, -13.414841725303706], [34.2907128221515, -13.423834941362895], [34.281467177848505, -13.423834941362895]]","POLYGON ((34.281467177848505 -13.414841725303706, 34.2907128221515 -13.414841725303706, 34.2907128221515 -13.423834941362895, 34.281467177848505 -13.423834941362895, 34.281467177848505 -13.414841725303706))",218
MLW0557,462,Mulanje,2,-15.815985,35.3464,2016-12-30,21,0,1,5,1,1,1,1,1,1,3,2,4,2,4,2,1.2,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0558,461,Nkhotakota,2,-13.4193383333333,34.28609,2016-12-30,42,0,2,5,1,1,2,1,0,1,3,3,3,2,5,1,0.6,MLW,7,"[[34.281467177848505, -13.414841725303706], [34.2907128221515, -13.414841725303706], [34.2907128221515, -13.423834941362895], [34.281467177848505, -13.423834941362895]]","POLYGON ((34.281467177848505 -13.414841725303706, 34.2907128221515 -13.414841725303706, 34.2907128221515 -13.423834941362895, 34.281467177848505 -13.423834941362895, 34.281467177848505 -13.414841725303706))",218
MLW0559,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,32,0,1,4,1,4,2,4,3,0,3,1,1,3,7,2,1.2,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0560,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,27,0,1,4,1,1,2,2,3,0,9,2,1,1,5,2,1.4,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0561,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,32,0,1,4,1,1,9,4,3,3,1,1,1,2,7,2,3.0,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0562,462,Mulanje,2,-15.815985,35.3464,2016-12-30,29,0,1,5,1,2,4,4,0,0,2,4,4,2,5,1,0.2,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0563,462,Thyolo,2,-16.1864233333333,35.2350083333333,2016-12-30,30,0,1,3,1,1,1,1,3,0,2,4,5,2,7,2,1.0,MLW,7,"[[35.2303261213326, -16.181926725303704], [35.23969054533399, -16.181926725303704], [35.23969054533399, -16.190919941362893], [35.2303261213326, -16.190919941362893]]","POLYGON ((35.2303261213326 -16.181926725303704, 35.23969054533399 -16.181926725303704, 35.23969054533399 -16.190919941362893, 35.2303261213326 -16.190919941362893, 35.2303261213326 -16.181926725303704))",179
MLW0564,461,Lilongwe,2,-13.5828933333333,33.4322566666667,2016-12-30,26,0,1,4,1,5,1,1,4,0,3,1,1,1,5,2,2.2,MLW,7,"[[33.427630675031494, -13.578396725303707], [33.43688265830191, -13.578396725303707], [33.43688265830191, -13.587389941362895], [33.427630675031494, -13.587389941362895]]","POLYGON ((33.427630675031494 -13.578396725303707, 33.43688265830191 -13.578396725303707, 33.43688265830191 -13.587389941362895, 33.427630675031494 -13.587389941362895, 33.427630675031494 -13.578396725303707))",502
MLW0565,461,Lilongwe,2,-13.5828933333333,33.4322566666667,2016-12-30,29,0,1,4,1,1,2,1,3,0,2,2,1,1,5,1,1.8,MLW,7,"[[33.427630675031494, -13.578396725303707], [33.43688265830191, -13.578396725303707], [33.43688265830191, -13.587389941362895], [33.427630675031494, -13.587389941362895]]","POLYGON ((33.427630675031494 -13.578396725303707, 33.43688265830191 -13.578396725303707, 33.43688265830191 -13.587389941362895, 33.427630675031494 -13.587389941362895, 33.427630675031494 -13.578396725303707))",502
MLW0566,462,Thyolo,2,-16.1864233333333,35.2350083333333,2016-12-30,26,0,1,3,1,1,1,1,3,3,2,4,4,1,5,1,3.0,MLW,7,"[[35.2303261213326, -16.181926725303704], [35.23969054533399, -16.181926725303704], [35.23969054533399, -16.190919941362893], [35.2303261213326, -16.190919941362893]]","POLYGON ((35.2303261213326 -16.181926725303704, 35.23969054533399 -16.181926725303704, 35.23969054533399 -16.190919941362893, 35.2303261213326 -16.190919941362893, 35.2303261213326 -16.181926725303704))",179
MLW0567,462,Thyolo,2,-16.1864233333333,35.2350083333333,2016-12-30,32,0,1,3,1,2,2,3,2,3,3,1,1,2,5,1,2.6,MLW,7,"[[35.2303261213326, -16.181926725303704], [35.23969054533399, -16.181926725303704], [35.23969054533399, -16.190919941362893], [35.2303261213326, -16.190919941362893]]","POLYGON ((35.2303261213326 -16.181926725303704, 35.23969054533399 -16.181926725303704, 35.23969054533399 -16.190919941362893, 35.2303261213326 -16.190919941362893, 35.2303261213326 -16.181926725303704))",179
MLW0568,462,Thyolo,2,-16.1864233333333,35.2350083333333,2016-12-30,50,0,1,3,1,1,2,2,3,3,3,3,4,3,7,2,2.4,MLW,7,"[[35.2303261213326, -16.181926725303704], [35.23969054533399, -16.181926725303704], [35.23969054533399, -16.190919941362893], [35.2303261213326, -16.190919941362893]]","POLYGON ((35.2303261213326 -16.181926725303704, 35.23969054533399 -16.181926725303704, 35.23969054533399 -16.190919941362893, 35.2303261213326 -16.190919941362893, 35.2303261213326 -16.181926725303704))",179
MLW0569,462,Mulanje,2,-15.815985,35.3464,2016-12-30,29,0,1,5,1,1,2,1,0,0,3,4,3,2,5,2,0.4,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0570,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,23,0,1,4,1,1,1,2,0,0,3,4,1,2,7,2,0.6,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0571,462,Blantyre City,1,-15.8393833333333,35.00178,2016-12-30,36,1,3,2,1,2,2,2,1,2,3,9,9,2,5,2,1.6,MLW,7,"[[34.99710592000063, -15.834886725303706], [35.006454079999365, -15.834886725303706], [35.006454079999365, -15.843879941362895], [34.99710592000063, -15.843879941362895]]","POLYGON ((34.99710592000063 -15.834886725303706, 35.006454079999365 -15.834886725303706, 35.006454079999365 -15.843879941362895, 34.99710592000063 -15.843879941362895, 34.99710592000063 -15.834886725303706))",2792
MLW0572,462,Mulanje,2,-15.815985,35.3464,2016-12-30,47,0,1,5,9,1,2,1,2,0,1,9,9,2,8,2,1.0,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0573,462,Blantyre City,1,-15.8393833333333,35.00178,2016-12-30,26,1,3,2,1,1,2,1,2,2,3,1,2,1,5,1,2.2,MLW,7,"[[34.99710592000063, -15.834886725303706], [35.006454079999365, -15.834886725303706], [35.006454079999365, -15.843879941362895], [34.99710592000063, -15.843879941362895]]","POLYGON ((34.99710592000063 -15.834886725303706, 35.006454079999365 -15.834886725303706, 35.006454079999365 -15.843879941362895, 34.99710592000063 -15.843879941362895, 34.99710592000063 -15.834886725303706))",2792
MLW0574,462,Blantyre City,1,-15.8393833333333,35.00178,2016-12-30,21,1,3,2,1,1,1,4,2,2,3,4,1,1,4,2,2.2,MLW,7,"[[34.99710592000063, -15.834886725303706], [35.006454079999365, -15.834886725303706], [35.006454079999365, -15.843879941362895], [34.99710592000063, -15.843879941362895]]","POLYGON ((34.99710592000063 -15.834886725303706, 35.006454079999365 -15.834886725303706, 35.006454079999365 -15.843879941362895, 34.99710592000063 -15.843879941362895, 34.99710592000063 -15.834886725303706))",2792
MLW0575,462,Blantyre City,1,-15.8393833333333,35.00178,2016-12-30,30,1,3,2,1,2,2,2,1,0,2,1,2,2,5,2,0.8,MLW,7,"[[34.99710592000063, -15.834886725303706], [35.006454079999365, -15.834886725303706], [35.006454079999365, -15.843879941362895], [34.99710592000063, -15.843879941362895]]","POLYGON ((34.99710592000063 -15.834886725303706, 35.006454079999365 -15.834886725303706, 35.006454079999365 -15.843879941362895, 34.99710592000063 -15.843879941362895, 34.99710592000063 -15.834886725303706))",2792
MLW0576,461,Lilongwe,2,-13.5828933333333,33.4322566666667,2016-12-30,38,0,1,4,1,1,2,1,0,4,3,3,3,2,5,1,1.6,MLW,7,"[[33.427630675031494, -13.578396725303707], [33.43688265830191, -13.578396725303707], [33.43688265830191, -13.587389941362895], [33.427630675031494, -13.587389941362895]]","POLYGON ((33.427630675031494 -13.578396725303707, 33.43688265830191 -13.578396725303707, 33.43688265830191 -13.587389941362895, 33.427630675031494 -13.587389941362895, 33.427630675031494 -13.578396725303707))",502
MLW0577,461,Nkhotakota,2,-13.4193383333333,34.28609,2016-12-30,28,0,2,5,1,1,4,4,0,0,9,3,1,9,5,2,0.6,MLW,7,"[[34.281467177848505, -13.414841725303706], [34.2907128221515, -13.414841725303706], [34.2907128221515, -13.423834941362895], [34.281467177848505, -13.423834941362895]]","POLYGON ((34.281467177848505 -13.414841725303706, 34.2907128221515 -13.414841725303706, 34.2907128221515 -13.423834941362895, 34.281467177848505 -13.423834941362895, 34.281467177848505 -13.414841725303706))",218
MLW0578,461,Dedza,2,-14.0717833333333,34.1744833333333,2016-12-30,32,0,1,4,1,1,4,1,3,2,3,1,1,1,5,1,2.6,MLW,7,"[[34.169847616106225, -14.067286725303706], [34.179119050560374, -14.067286725303706], [34.179119050560374, -14.076279941362895], [34.169847616106225, -14.076279941362895]]","POLYGON ((34.169847616106225 -14.067286725303706, 34.179119050560374 -14.067286725303706, 34.179119050560374 -14.076279941362895, 34.169847616106225 -14.076279941362895, 34.169847616106225 -14.067286725303706))",103
MLW0579,462,Mulanje,2,-15.815985,35.3464,2016-12-30,37,0,1,5,1,2,4,4,1,1,2,4,1,1,5,1,0.8,MLW,7,"[[35.34172646109907, -15.811488391970405], [35.351073538900934, -15.811488391970405], [35.351073538900934, -15.820481608029594], [35.34172646109907, -15.820481608029594]]","POLYGON ((35.34172646109907 -15.811488391970405, 35.351073538900934 -15.811488391970405, 35.351073538900934 -15.820481608029594, 35.34172646109907 -15.820481608029594, 35.34172646109907 -15.811488391970405))",175
MLW0580,461,Lilongwe,2,-13.5828933333333,33.4322566666667,2016-12-30,34,0,1,4,1,5,1,1,4,2,2,1,1,1,5,1,2.6,MLW,7,"[[33.427630675031494, -13.578396725303707], [33.43688265830191, -13.578396725303707], [33.43688265830191, -13.587389941362895], [33.427630675031494, -13.587389941362895]]","POLYGON ((33.427630675031494 -13.578396725303707, 33.43688265830191 -13.578396725303707, 33.43688265830191 -13.587389941362895, 33.427630675031494 -13.587389941362895, 33.427630675031494 -13.578396725303707))",502
MLW0581,462,Thyolo,2,-16.1864233333333,35.2350083333333,2016-12-30,27,0,1,3,1,2,2,4,0,0,1,4,5,1,5,1,0.8,MLW,7,"[[35.2303261213326, -16.181926725303704], [35.23969054533399, -16.181926725303704], [35.23969054533399, -16.190919941362893], [35.2303261213326, -16.190919941362893]]","POLYGON ((35.2303261213326 -16.181926725303704, 35.23969054533399 -16.181926725303704, 35.23969054533399 -16.190919941362893, 35.2303261213326 -16.190919941362893, 35.2303261213326 -16.181926725303704))",179
